date,regularBalls,powerball,mainNumberPool,powerballPool
"October 11, 2023","22,24,40,52,64",10,1 to 69,1 to 26
"October 11, 2023","3,40,51,59,66",2,1 to 69,1 to 26
"October 14, 2023","14,16,42,48,64",14,1 to 69,1 to 26
"October 14, 2023","13,21,33,46,50",23,1 to 69,1 to 26
"October 16, 2023","2,27,31,44,64",18,1 to 69,1 to 26
"October 16, 2023","1,2,15,17,34",1,1 to 69,1 to 26
"October 18, 2023","1,4,13,35,58",24,1 to 69,1 to 26
"October 18, 2023","26,59,62,64,65",15,1 to 69,1 to 26
"October 21, 2023","6,15,24,67,68",11,1 to 69,1 to 26
"October 21, 2023","7,18,27,33,61",5,1 to 69,1 to 26
"October 23, 2023","18,21,25,46,64",21,1 to 69,1 to 26
"October 23, 2023","25,44,45,50,58",13,1 to 69,1 to 26
"October 25, 2023","25,27,41,53,68",2,1 to 69,1 to 26
"October 25, 2023","18,19,38,54,55",17,1 to 69,1 to 26
"October 28, 2023","14,24,50,59,64",2,1 to 69,1 to 26
"October 28, 2023","34,48,50,52,66",11,1 to 69,1 to 26
"October 30, 2023","19,22,34,66,69",5,1 to 69,1 to 26
"October 30, 2023","1,4,8,11,66",10,1 to 69,1 to 26
"November 1, 2023","22,26,39,47,63",12,1 to 69,1 to 26
"November 1, 2023","9,26,49,58,61",21,1 to 69,1 to 26
"November 4, 2023","1,28,30,34,52",6,1 to 69,1 to 26
"November 4, 2023","5,15,22,47,66",26,1 to 69,1 to 26
"November 6, 2023","12,25,40,59,61",26,1 to 69,1 to 26
"November 6, 2023","22,23,25,41,56",24,1 to 69,1 to 26
"November 8, 2023","14,21,33,39,62",20,1 to 69,1 to 26
"November 8, 2023","5,20,22,27,63",18,1 to 69,1 to 26
"November 11, 2023","1,12,14,24,57",7,1 to 69,1 to 26
"November 11, 2023","5,17,19,41,49",5,1 to 69,1 to 26
"November 13, 2023","24,33,35,37,42",21,1 to 69,1 to 26
"November 13, 2023","13,14,20,67,69",14,1 to 69,1 to 26
"November 15, 2023","3,4,51,53,60",6,1 to 69,1 to 26
"November 15, 2023","14,15,30,58,59",17,1 to 69,1 to 26
"November 18, 2023","34,50,51,61,67",20,1 to 69,1 to 26
"November 18, 2023","27,32,40,45,47",8,1 to 69,1 to 26
"November 20, 2023","19,26,30,39,63",13,1 to 69,1 to 26
"November 20, 2023","15,21,39,45,52",12,1 to 69,1 to 26
"November 22, 2023","20,24,33,39,42",21,1 to 69,1 to 26
"November 22, 2023","20,21,30,55,56",14,1 to 69,1 to 26
"November 25, 2023","27,33,63,66,68",9,1 to 69,1 to 26
"November 25, 2023","1,27,30,49,62",20,1 to 69,1 to 26
"November 27, 2023","2,21,38,61,66",12,1 to 69,1 to 26
"November 27, 2023","9,29,51,53,61",20,1 to 69,1 to 26
"November 29, 2023","6,47,50,61,68",4,1 to 69,1 to 26
"November 29, 2023","9,13,16,30,36",23,1 to 69,1 to 26
"December 2, 2023","28,35,41,47,60",3,1 to 69,1 to 26
"December 2, 2023","6,32,37,42,67",25,1 to 69,1 to 26
"December 4, 2023","18,19,27,28,45",9,1 to 69,1 to 26
"December 4, 2023","21,51,52,59,63",7,1 to 69,1 to 26
"December 6, 2023","2,12,37,56,65",21,1 to 69,1 to 26
"December 6, 2023","3,23,27,67,68",9,1 to 69,1 to 26
"December 9, 2023","5,25,26,40,60",1,1 to 69,1 to 26
"December 9, 2023","8,14,23,29,37",18,1 to 69,1 to 26
"December 11, 2023","1,24,27,31,62",20,1 to 69,1 to 26
"December 11, 2023","10,12,27,40,65",4,1 to 69,1 to 26
"December 13, 2023","3,8,41,56,64",18,1 to 69,1 to 26
"December 13, 2023","32,53,57,60,63",14,1 to 69,1 to 26
"December 16, 2023","3,9,10,20,62",25,1 to 69,1 to 26
"December 16, 2023","9,39,41,46,65",3,1 to 69,1 to 26
"December 18, 2023","5,8,19,34,39",26,1 to 69,1 to 26
"December 18, 2023","2,8,11,25,51",9,1 to 69,1 to 26
"December 20, 2023","27,35,41,56,60",16,1 to 69,1 to 26
"December 20, 2023","22,25,28,30,53",3,1 to 69,1 to 26
"December 23, 2023","9,14,17,18,53",6,1 to 69,1 to 26
"December 23, 2023","20,37,39,40,43",1,1 to 69,1 to 26
"December 25, 2023","5,12,20,24,29",4,1 to 69,1 to 26
"December 25, 2023","2,3,19,31,42",9,1 to 69,1 to 26
"December 27, 2023","4,11,38,51,68",5,1 to 69,1 to 26
"December 27, 2023","14,29,39,66,67",2,1 to 69,1 to 26
"December 30, 2023","10,11,26,27,34",7,1 to 69,1 to 26
"December 30, 2023","1,4,5,6,42",8,1 to 69,1 to 26
"January 1, 2024","12,21,42,44,49",1,1 to 69,1 to 26
"January 1, 2024","19,31,40,42,64",2,1 to 69,1 to 26
"January 3, 2024","30,31,38,48,68",8,1 to 69,1 to 26
"January 3, 2024","8,9,17,31,56",23,1 to 69,1 to 26
"January 6, 2024","4,31,34,38,61",13,1 to 69,1 to 26
"January 6, 2024","9,14,26,27,32",22,1 to 69,1 to 26
"January 8, 2024","7,17,28,40,45",2,1 to 69,1 to 26
"January 8, 2024","3,38,55,57,62",17,1 to 69,1 to 26
"January 10, 2024","25,40,43,48,50",11,1 to 69,1 to 26
"January 10, 2024","2,7,27,34,51",19,1 to 69,1 to 26
"January 13, 2024","13,31,33,51,58",15,1 to 69,1 to 26
"January 13, 2024","30,41,44,55,58",17,1 to 69,1 to 26
"January 15, 2024","13,30,35,49,59",4,1 to 69,1 to 26
"January 15, 2024","6,16,23,60,62",17,1 to 69,1 to 26
"January 17, 2024","18,22,43,61,65",2,1 to 69,1 to 26
"January 17, 2024","14,38,51,53,55",25,1 to 69,1 to 26
"January 20, 2024","16,31,34,47,65",10,1 to 69,1 to 26
"January 20, 2024","13,26,30,40,50",13,1 to 69,1 to 26
"January 22, 2024","24,25,43,52,63",21,1 to 69,1 to 26
"January 22, 2024","17,31,34,54,63",13,1 to 69,1 to 26
"January 24, 2024","1,5,32,50,64",8,1 to 69,1 to 26
"January 24, 2024","7,28,46,47,58",18,1 to 69,1 to 26
"January 27, 2024","7,38,65,66,68",21,1 to 69,1 to 26
"January 27, 2024","4,28,34,50,61",16,1 to 69,1 to 26
"January 29, 2024","39,41,43,49,64",4,1 to 69,1 to 26
"January 29, 2024","31,44,45,63,64",16,1 to 69,1 to 26
"January 31, 2024","15,18,19,41,43",14,1 to 69,1 to 26
"January 31, 2024","13,15,18,21,58",25,1 to 69,1 to 26
"February 3, 2024","9,11,27,59,66",19,1 to 69,1 to 26
"February 3, 2024","23,26,30,35,39",13,1 to 69,1 to 26
"February 5, 2024","1,2,27,30,67",9,1 to 69,1 to 26
"February 5, 2024","1,7,35,52,54",20,1 to 69,1 to 26
"February 7, 2024","12,21,62,67,69",17,1 to 69,1 to 26
"February 7, 2024","8,17,36,56,62",23,1 to 69,1 to 26
"February 10, 2024","27,28,34,37,44",8,1 to 69,1 to 26
"February 10, 2024","12,15,32,50,64",15,1 to 69,1 to 26
"February 12, 2024","17,36,43,53,67",14,1 to 69,1 to 26
"February 12, 2024","29,49,51,61,66",2,1 to 69,1 to 26
"February 14, 2024","1,4,45,47,67",18,1 to 69,1 to 26
"February 14, 2024","33,40,45,48,53",17,1 to 69,1 to 26
"February 17, 2024","6,28,59,62,69",21,1 to 69,1 to 26
"February 17, 2024","14,47,49,61,66",18,1 to 69,1 to 26
"February 19, 2024","4,23,45,50,53",17,1 to 69,1 to 26
"February 19, 2024","9,18,30,47,63",14,1 to 69,1 to 26
"February 21, 2024","4,27,33,41,42",14,1 to 69,1 to 26
"February 21, 2024","23,49,51,54,58",11,1 to 69,1 to 26
"February 24, 2024","3,8,40,53,58",3,1 to 69,1 to 26
"February 24, 2024","5,6,16,34,35",17,1 to 69,1 to 26
"February 26, 2024","24,29,42,51,54",16,1 to 69,1 to 26
"February 26, 2024","1,3,8,30,41",8,1 to 69,1 to 26
"February 28, 2024","16,26,29,38,50",6,1 to 69,1 to 26
"February 28, 2024","14,38,41,47,67",7,1 to 69,1 to 26
"March 2, 2024","3,18,27,36,53",12,1 to 69,1 to 26
"March 2, 2024","18,31,36,43,61",10,1 to 69,1 to 26
"March 4, 2024","36,42,50,52,67",26,1 to 69,1 to 26
"March 4, 2024","3,19,29,53,59",4,1 to 69,1 to 26
"March 6, 2024","6,19,28,44,60",10,1 to 69,1 to 26
"March 6, 2024","30,31,36,52,58",16,1 to 69,1 to 26
"March 9, 2024","30,36,49,52,63",16,1 to 69,1 to 26
"March 9, 2024","41,43,49,55,67",20,1 to 69,1 to 26
"March 11, 2024","1,3,7,16,66",5,1 to 69,1 to 26
"March 11, 2024","15,25,35,41,62",12,1 to 69,1 to 26
"March 13, 2024","21,29,54,59,62",4,1 to 69,1 to 26
"March 13, 2024","2,25,64,65,67",5,1 to 69,1 to 26
"March 16, 2024","12,23,44,57,61",5,1 to 69,1 to 26
"March 16, 2024","9,11,13,29,69",12,1 to 69,1 to 26
"March 18, 2024","10,17,20,39,44",16,1 to 69,1 to 26
"March 18, 2024","11,44,55,63,68",17,1 to 69,1 to 26
"March 20, 2024","13,22,27,54,66",9,1 to 69,1 to 26
"March 20, 2024","7,9,10,26,43",24,1 to 69,1 to 26
"March 23, 2024","6,23,25,34,51",3,1 to 69,1 to 26
"March 23, 2024","18,24,43,46,47",11,1 to 69,1 to 26
"March 25, 2024","7,11,19,53,68",23,1 to 69,1 to 26
"March 25, 2024","2,14,20,28,64",4,1 to 69,1 to 26
"March 27, 2024","37,46,57,60,66",8,1 to 69,1 to 26
"March 27, 2024","31,47,52,53,57",23,1 to 69,1 to 26
"March 30, 2024","12,13,33,50,52",23,1 to 69,1 to 26
"March 30, 2024","20,29,43,57,63",16,1 to 69,1 to 26
"April 1, 2024","19,24,40,42,56",23,1 to 69,1 to 26
"April 1, 2024","12,15,28,30,39",12,1 to 69,1 to 26
"April 3, 2024","11,38,41,62,65",15,1 to 69,1 to 26
"April 3, 2024","10,44,53,60,63",13,1 to 69,1 to 26
"April 6, 2024","22,27,44,52,69",9,1 to 69,1 to 26
"April 6, 2024","16,19,56,59,66",14,1 to 69,1 to 26
"April 8, 2024","6,21,23,39,54",23,1 to 69,1 to 26
"April 8, 2024","7,40,45,58,61",14,1 to 69,1 to 26
"April 10, 2024","6,7,12,24,36",15,1 to 69,1 to 26
"April 10, 2024","8,21,24,57,64",2,1 to 69,1 to 26
"April 13, 2024","7,33,40,43,69",10,1 to 69,1 to 26
"April 13, 2024","39,55,60,65,69",26,1 to 69,1 to 26
"April 15, 2024","7,16,41,56,61",23,1 to 69,1 to 26
"April 15, 2024","3,25,52,60,64",17,1 to 69,1 to 26
"April 17, 2024","24,29,44,47,54",2,1 to 69,1 to 26
"April 17, 2024","7,8,25,39,68",7,1 to 69,1 to 26
"April 20, 2024","4,35,41,44,58",25,1 to 69,1 to 26
"April 20, 2024","25,28,36,38,68",23,1 to 69,1 to 26
"April 22, 2024","12,16,33,39,52",1,1 to 69,1 to 26
"April 22, 2024","11,15,25,32,39",23,1 to 69,1 to 26
"April 24, 2024","2,20,22,26,47",21,1 to 69,1 to 26
"April 24, 2024","23,25,45,46,62",25,1 to 69,1 to 26
"April 27, 2024","9,30,53,55,62",23,1 to 69,1 to 26
"April 27, 2024","12,28,36,47,65",22,1 to 69,1 to 26
"April 29, 2024","11,38,47,67,69",14,1 to 69,1 to 26
"April 29, 2024","11,44,50,54,59",13,1 to 69,1 to 26
"May 1, 2024","1,11,19,21,68",15,1 to 69,1 to 26
"May 1, 2024","6,15,19,42,45",16,1 to 69,1 to 26
"May 4, 2024","14,20,23,53,69",4,1 to 69,1 to 26
"May 4, 2024","1,8,27,63,66",26,1 to 69,1 to 26
"May 6, 2024","7,23,24,56,60",25,1 to 69,1 to 26
"May 6, 2024","10,56,58,59,67",20,1 to 69,1 to 26
"May 8, 2024","7,41,43,44,51",5,1 to 69,1 to 26
"May 8, 2024","10,22,43,55,57",2,1 to 69,1 to 26
"May 11, 2024","3,6,39,49,67",21,1 to 69,1 to 26
"May 11, 2024","21,24,32,39,55",16,1 to 69,1 to 26
"May 13, 2024","5,14,29,38,66",1,1 to 69,1 to 26
"May 13, 2024","6,14,21,58,69",16,1 to 69,1 to 26
"May 15, 2024","19,42,45,55,69",6,1 to 69,1 to 26
"May 15, 2024","8,9,29,57,65",10,1 to 69,1 to 26
"May 18, 2024","19,36,37,42,59",19,1 to 69,1 to 26
"May 18, 2024","15,17,28,36,60",9,1 to 69,1 to 26
"May 20, 2024","1,7,48,64,68",5,1 to 69,1 to 26
"May 20, 2024","5,38,39,41,69",25,1 to 69,1 to 26
"May 22, 2024","5,16,18,26,67",4,1 to 69,1 to 26
"May 22, 2024","10,12,19,21,67",25,1 to 69,1 to 26
"May 25, 2024","6,33,35,36,64",24,1 to 69,1 to 26
"May 25, 2024","23,25,39,40,47",10,1 to 69,1 to 26
"May 27, 2024","9,30,39,49,59",21,1 to 69,1 to 26
"May 27, 2024","20,31,39,45,56",19,1 to 69,1 to 26
"May 29, 2024","17,34,56,60,61",9,1 to 69,1 to 26
"May 29, 2024","23,29,35,36,39",22,1 to 69,1 to 26
"June 1, 2024","28,38,52,54,68",8,1 to 69,1 to 26
"June 1, 2024","24,40,53,56,59",5,1 to 69,1 to 26
"June 3, 2024","19,29,35,36,45",16,1 to 69,1 to 26
"June 3, 2024","25,39,46,47,51",10,1 to 69,1 to 26
"June 5, 2024","8,44,45,51,69",12,1 to 69,1 to 26
"June 5, 2024","4,11,20,45,49",21,1 to 69,1 to 26
"June 8, 2024","8,38,52,54,64",15,1 to 69,1 to 26
"June 8, 2024","11,21,57,58,68",5,1 to 69,1 to 26
"June 10, 2024","3,10,33,58,59",9,1 to 69,1 to 26
"June 10, 2024","9,15,27,32,65",10,1 to 69,1 to 26
"June 12, 2024","19,30,31,61,62",21,1 to 69,1 to 26
"June 12, 2024","12,13,59,68,69",13,1 to 69,1 to 26
"June 15, 2024","4,36,48,54,56",2,1 to 69,1 to 26
"June 15, 2024","30,38,44,54,55",22,1 to 69,1 to 26
"June 17, 2024","30,48,53,58,66",9,1 to 69,1 to 26
"June 17, 2024","30,41,42,67,68",16,1 to 69,1 to 26
"June 19, 2024","4,27,44,50,64",7,1 to 69,1 to 26
"June 19, 2024","16,23,35,50,59",21,1 to 69,1 to 26
"June 22, 2024","4,5,15,32,62",21,1 to 69,1 to 26
"June 22, 2024","6,23,48,49,54",14,1 to 69,1 to 26
"June 24, 2024","5,6,36,53,69",8,1 to 69,1 to 26
"June 24, 2024","1,31,33,54,60",26,1 to 69,1 to 26
"June 26, 2024","4,9,36,47,56",7,1 to 69,1 to 26
"June 26, 2024","4,19,27,37,56",21,1 to 69,1 to 26
"June 29, 2024","26,51,54,61,69",25,1 to 69,1 to 26
"June 29, 2024","6,28,49,53,69",8,1 to 69,1 to 26
"July 1, 2024","5,9,32,39,55",9,1 to 69,1 to 26
"July 1, 2024","12,18,32,59,61",8,1 to 69,1 to 26
"July 3, 2024","2,26,33,55,57",22,1 to 69,1 to 26
"July 3, 2024","19,22,38,55,61",23,1 to 69,1 to 26
"July 6, 2024","5,32,35,39,49",21,1 to 69,1 to 26
"July 6, 2024","22,27,52,62,69",4,1 to 69,1 to 26
"July 8, 2024","20,22,31,33,45",1,1 to 69,1 to 26
"July 8, 2024","10,17,19,25,59",8,1 to 69,1 to 26
"July 10, 2024","7,11,12,27,46",26,1 to 69,1 to 26
"July 10, 2024","16,17,33,56,66",18,1 to 69,1 to 26
"July 13, 2024","9,55,59,66,69",21,1 to 69,1 to 26
"July 13, 2024","40,57,59,64,65",15,1 to 69,1 to 26
"July 15, 2024","9,31,39,40,45",23,1 to 69,1 to 26
"July 15, 2024","3,13,41,55,61",6,1 to 69,1 to 26
"July 17, 2024","24,27,32,47,66",26,1 to 69,1 to 26
"July 17, 2024","3,24,49,56,60",17,1 to 69,1 to 26
"July 20, 2024","18,25,31,40,57",4,1 to 69,1 to 26
"July 20, 2024","10,14,31,34,67",20,1 to 69,1 to 26
"July 22, 2024","31,36,56,58,69",20,1 to 69,1 to 26
"July 22, 2024","17,34,44,49,66",9,1 to 69,1 to 26
"July 24, 2024","16,42,59,63,68",13,1 to 69,1 to 26
"July 24, 2024","4,9,20,47,51",9,1 to 69,1 to 26
"July 27, 2024","3,31,37,40,64",17,1 to 69,1 to 26
"July 27, 2024","19,45,57,64,69",7,1 to 69,1 to 26
"July 29, 2024","11,27,30,33,44",16,1 to 69,1 to 26
"July 29, 2024","20,21,36,54,63",21,1 to 69,1 to 26
"July 31, 2024","23,34,37,50,58",7,1 to 69,1 to 26
"July 31, 2024","10,24,41,48,61",9,1 to 69,1 to 26
"August 3, 2024","13,33,40,60,61",20,1 to 69,1 to 26
"August 3, 2024","13,18,29,43,56",8,1 to 69,1 to 26
"August 5, 2024","29,42,44,51,54",12,1 to 69,1 to 26
"August 5, 2024","2,18,31,45,60",8,1 to 69,1 to 26
"August 7, 2024","6,19,35,47,57",9,1 to 69,1 to 26
"August 7, 2024","16,29,31,60,65",26,1 to 69,1 to 26
"August 10, 2024","9,24,33,64,69",9,1 to 69,1 to 26
"August 10, 2024","6,14,53,59,62",12,1 to 69,1 to 26
"August 12, 2024","9,22,57,67,68",14,1 to 69,1 to 26
"August 12, 2024","5,35,49,60,62",17,1 to 69,1 to 26
"August 14, 2024","8,9,23,29,62",13,1 to 69,1 to 26
"August 14, 2024","16,27,34,62,66",22,1 to 69,1 to 26
"August 17, 2024","12,31,43,45,46",22,1 to 69,1 to 26
"August 17, 2024","9,12,25,51,56",22,1 to 69,1 to 26
"August 19, 2024","1,2,15,23,28",10,1 to 69,1 to 26
"August 19, 2024","22,48,50,57,69",1,1 to 69,1 to 26
"August 21, 2024","27,31,33,38,67",3,1 to 69,1 to 26
"August 21, 2024","2,3,28,52,69",3,1 to 69,1 to 26
"August 24, 2024","5,15,21,24,43",17,1 to 69,1 to 26
"August 24, 2024","1,26,32,64,65",16,1 to 69,1 to 26
"August 26, 2024","2,4,23,68,69",15,1 to 69,1 to 26
"August 26, 2024","19,50,55,58,66",15,1 to 69,1 to 26
"August 28, 2024","5,33,47,50,64",20,1 to 69,1 to 26
"August 28, 2024","9,11,31,52,54",25,1 to 69,1 to 26
"August 31, 2024","4,34,35,38,69",19,1 to 69,1 to 26
"August 31, 2024","19,32,43,55,58",12,1 to 69,1 to 26
"September 2, 2024","8,42,46,48,53",22,1 to 69,1 to 26
"September 2, 2024","4,12,13,16,67",7,1 to 69,1 to 26
"September 4, 2024","7,10,21,33,59",20,1 to 69,1 to 26
"September 4, 2024","4,21,34,35,41",9,1 to 69,1 to 26
"September 7, 2024","14,34,37,55,63",20,1 to 69,1 to 26
"September 7, 2024","14,16,20,30,47",22,1 to 69,1 to 26
"September 9, 2024","1,16,21,47,60",5,1 to 69,1 to 26
"September 9, 2024","10,14,38,42,45",26,1 to 69,1 to 26
"September 11, 2024","10,12,55,65,67",3,1 to 69,1 to 26
"September 11, 2024","6,9,15,17,20",3,1 to 69,1 to 26
"September 14, 2024","29,34,38,48,56",16,1 to 69,1 to 26
"September 14, 2024","1,26,38,52,55",16,1 to 69,1 to 26
"September 16, 2024","8,9,11,27,31",17,1 to 69,1 to 26
"September 16, 2024","13,25,38,40,63",23,1 to 69,1 to 26
"September 18, 2024","1,11,22,47,68",7,1 to 69,1 to 26
"September 18, 2024","16,23,50,53,66",14,1 to 69,1 to 26
"September 21, 2024","17,19,21,37,45",14,1 to 69,1 to 26
"September 21, 2024","4,17,37,46,49",19,1 to 69,1 to 26
"September 23, 2024","15,21,25,37,45",19,1 to 69,1 to 26
"September 23, 2024","23,39,57,61,67",10,1 to 69,1 to 26
"September 25, 2024","2,26,45,46,52",21,1 to 69,1 to 26
"September 25, 2024","6,32,51,62,69",26,1 to 69,1 to 26
"September 28, 2024","3,11,13,24,39",22,1 to 69,1 to 26
"September 28, 2024","6,7,17,20,57",10,1 to 69,1 to 26
"September 30, 2024","9,11,30,43,69",20,1 to 69,1 to 26
"September 30, 2024","17,32,39,43,53",2,1 to 69,1 to 26
"October 2, 2024","1,2,21,37,43",21,1 to 69,1 to 26
"October 2, 2024","39,44,45,46,66",13,1 to 69,1 to 26
"October 5, 2024","2,12,46,52,65",3,1 to 69,1 to 26
"October 5, 2024","15,16,27,30,57",24,1 to 69,1 to 26
"October 7, 2024","18,30,31,52,63",22,1 to 69,1 to 26
"October 7, 2024","24,27,47,49,55",11,1 to 69,1 to 26
"October 9, 2024","25,32,43,53,66",10,1 to 69,1 to 26
"October 9, 2024","4,14,29,33,59",17,1 to 69,1 to 26
"October 12, 2024","5,14,20,41,57",6,1 to 69,1 to 26
"October 12, 2024","18,22,32,41,49",24,1 to 69,1 to 26
"October 14, 2024","14,18,33,64,67",14,1 to 69,1 to 26
"October 14, 2024","7,29,31,41,54",8,1 to 69,1 to 26
"October 16, 2024","4,30,39,44,60",11,1 to 69,1 to 26
"October 16, 2024","29,35,41,53,68",9,1 to 69,1 to 26
"October 19, 2024","7,16,19,45,64",25,1 to 69,1 to 26
"October 19, 2024","19,39,53,57,68",16,1 to 69,1 to 26
"October 21, 2024","1,25,57,62,64",15,1 to 69,1 to 26
"October 21, 2024","2,3,7,26,34",1,1 to 69,1 to 26
"October 23, 2024","2,15,27,29,39",20,1 to 69,1 to 26
"October 23, 2024","1,42,43,58,66",20,1 to 69,1 to 26
"October 26, 2024","8,12,40,45,51",15,1 to 69,1 to 26
"October 26, 2024","1,7,25,27,57",18,1 to 69,1 to 26
"October 28, 2024","21,27,32,48,67",17,1 to 69,1 to 26
"October 28, 2024","6,16,19,24,40",5,1 to 69,1 to 26
"October 30, 2024","13,22,29,43,58",22,1 to 69,1 to 26
"October 30, 2024","18,36,39,49,62",12,1 to 69,1 to 26
"November 2, 2024","10,45,48,58,61",2,1 to 69,1 to 26
"November 2, 2024","4,20,37,48,58",24,1 to 69,1 to 26
"November 4, 2024","6,18,33,48,53",21,1 to 69,1 to 26
"November 4, 2024","8,14,16,34,51",14,1 to 69,1 to 26
"November 6, 2024","12,17,37,58,62",4,1 to 69,1 to 26
"November 6, 2024","12,16,17,39,45",10,1 to 69,1 to 26
"November 9, 2024","11,24,50,56,66",16,1 to 69,1 to 26
"November 9, 2024","9,28,40,55,57",22,1 to 69,1 to 26
"November 11, 2024","3,21,24,34,46",9,1 to 69,1 to 26
"November 11, 2024","16,23,38,40,57",10,1 to 69,1 to 26
"November 13, 2024","9,20,26,43,58",9,1 to 69,1 to 26
"November 13, 2024","14,41,45,55,59",13,1 to 69,1 to 26
"November 16, 2024","21,22,25,32,38",16,1 to 69,1 to 26
"November 16, 2024","16,23,31,59,63",10,1 to 69,1 to 26
"November 18, 2024","27,31,41,52,69",26,1 to 69,1 to 26
"November 18, 2024","2,6,24,36,43",13,1 to 69,1 to 26
"November 20, 2024","16,30,60,62,64",25,1 to 69,1 to 26
"November 20, 2024","3,10,37,40,68",1,1 to 69,1 to 26
"November 23, 2024","12,13,34,44,67",8,1 to 69,1 to 26
"November 23, 2024","36,40,41,50,60",13,1 to 69,1 to 26
"November 25, 2024","5,35,45,60,63",12,1 to 69,1 to 26
"November 25, 2024","2,13,25,27,39",10,1 to 69,1 to 26
"November 27, 2024","1,6,7,13,40",5,1 to 69,1 to 26
"November 27, 2024","19,37,41,42,62",13,1 to 69,1 to 26
"November 30, 2024","4,24,29,39,63",25,1 to 69,1 to 26
"November 30, 2024","9,21,37,43,61",23,1 to 69,1 to 26
"December 2, 2024","3,9,26,61,67",13,1 to 69,1 to 26
"December 2, 2024","14,27,34,39,40",4,1 to 69,1 to 26
"December 4, 2024","1,23,25,28,61",13,1 to 69,1 to 26
"December 4, 2024","14,35,43,48,54",1,1 to 69,1 to 26
"December 7, 2024","1,31,43,55,57",22,1 to 69,1 to 26
"December 7, 2024","8,10,39,57,61",12,1 to 69,1 to 26
"December 9, 2024","35,37,40,45,51",24,1 to 69,1 to 26
"December 9, 2024","7,17,28,44,54",8,1 to 69,1 to 26
"December 11, 2024","13,44,50,52,54",20,1 to 69,1 to 26
"December 11, 2024","18,23,34,60,62",19,1 to 69,1 to 26
"December 14, 2024","12,17,23,52,67",1,1 to 69,1 to 26
"December 14, 2024","12,16,36,55,64",3,1 to 69,1 to 26
"December 16, 2024","9,30,33,57,61",17,1 to 69,1 to 26
"December 16, 2024","2,7,15,21,56",12,1 to 69,1 to 26
"December 18, 2024","6,15,18,33,49",7,1 to 69,1 to 26
"December 18, 2024","41,45,52,56,67",6,1 to 69,1 to 26
"December 21, 2024","1,12,17,21,58",1,1 to 69,1 to 26
"December 21, 2024","29,45,46,51,59",3,1 to 69,1 to 26
"December 23, 2024","22,42,44,57,64",18,1 to 69,1 to 26
"December 23, 2024","16,49,62,63,68",10,1 to 69,1 to 26
"December 25, 2024","15,26,27,30,35",3,1 to 69,1 to 26
"December 25, 2024","8,29,30,47,57",1,1 to 69,1 to 26
"December 28, 2024","6,31,51,54,55",12,1 to 69,1 to 26
"December 28, 2024","22,40,42,54,68",7,1 to 69,1 to 26
"December 30, 2024","9,19,33,38,39",1,1 to 69,1 to 26
"December 30, 2024","15,34,52,56,57",14,1 to 69,1 to 26
"January 1, 2025","6,12,28,35,66",26,1 to 69,1 to 26
"January 1, 2025","8,10,25,33,66",20,1 to 69,1 to 26
"January 4, 2025","26,32,43,54,56",24,1 to 69,1 to 26
"January 4, 2025","12,25,63,65,66",14,1 to 69,1 to 26
"January 6, 2025","17,34,46,66,67",14,1 to 69,1 to 26
"January 6, 2025","41,44,54,57,64",13,1 to 69,1 to 26
"January 8, 2025","1,20,36,38,43",24,1 to 69,1 to 26
"January 8, 2025","22,29,36,61,65",17,1 to 69,1 to 26
"January 11, 2025","3,6,32,37,65",4,1 to 69,1 to 26
"January 11, 2025","22,24,25,44,53",20,1 to 69,1 to 26
"January 13, 2025","4,6,16,39,66",9,1 to 69,1 to 26
"January 13, 2025","29,30,32,37,56",18,1 to 69,1 to 26
"January 15, 2025","8,41,52,53,58",7,1 to 69,1 to 26
"January 15, 2025","11,15,25,51,54",15,1 to 69,1 to 26
"January 18, 2025","14,31,35,64,69",23,1 to 69,1 to 26
"January 18, 2025","7,34,40,48,57",17,1 to 69,1 to 26
"January 20, 2025","15,16,32,47,54",6,1 to 69,1 to 26
"January 20, 2025","10,23,33,38,54",17,1 to 69,1 to 26
"January 22, 2025","5,6,27,40,49",5,1 to 69,1 to 26
"January 22, 2025","1,12,39,40,52",15,1 to 69,1 to 26
"January 25, 2025","8,15,17,53,66",14,1 to 69,1 to 26
"January 25, 2025","2,5,52,59,60",16,1 to 69,1 to 26
"January 27, 2025","2,40,47,53,55",20,1 to 69,1 to 26
"January 27, 2025","1,9,34,63,67",6,1 to 69,1 to 26
"January 29, 2025","8,12,31,33,38",18,1 to 69,1 to 26
"January 29, 2025","18,28,41,63,68",4,1 to 69,1 to 26
"February 1, 2025","23,29,32,49,61",8,1 to 69,1 to 26
"February 1, 2025","3,15,37,49,69",16,1 to 69,1 to 26
"February 3, 2025","12,37,47,54,60",17,1 to 69,1 to 26
"February 3, 2025","7,38,39,42,55",10,1 to 69,1 to 26
"February 5, 2025","19,27,30,50,62",14,1 to 69,1 to 26
"February 5, 2025","13,24,40,41,50",4,1 to 69,1 to 26
"February 8, 2025","23,44,57,60,62",9,1 to 69,1 to 26
"February 8, 2025","5,20,23,36,53",17,1 to 69,1 to 26
"February 10, 2025","2,17,18,29,43",3,1 to 69,1 to 26
"February 10, 2025","2,21,34,38,44",19,1 to 69,1 to 26
"February 12, 2025","21,32,36,45,49",18,1 to 69,1 to 26
"February 12, 2025","11,24,26,31,39",15,1 to 69,1 to 26
"February 15, 2025","3,16,45,54,56",12,1 to 69,1 to 26
